ID,Title,Author,short_cite,exp_num,part_group,part_num,paper_age,paper_age_mo,paper_age_units,mean_age_months,Informative_syntax,animate_syntax,common_proper,count_mass,matching category,alternative category1,alternative category2,alternative category3,similarity_to_target,Exemp1_animate,solidity,solid ,exemp_sight,exemp_label_repeat,Dimensionality,Vocabulary,shape_vocab,Exposure,training_type,training_trials,country,language,Response mode,test trials,task type,test_obj_num,child_type1,monolingual,deformation_level,context,complexity,additional notes,mean,mean_proportion,SE,SD,t,df,F,r,d,d_var,d_se,extraction
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,2,43,,,,51.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,japan,japanese,,,,,TD,monolingual,,,,,,,,,,,,,-0.31,0.02,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,3,77,,,,54.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,mexico,spanish,,,,,TD,monolingual,,,,,,,,,,,,,0.48,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,3,77,,,,54.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,mexico,spanish,,,,,TD,monolingual,,,,,,,,,,,,,0.44,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,3,77,,,,54.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,mexico,spanish,,,,,TD,monolingual,,,,,,,,,,,,,0.03,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,3,77,,,,54.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,mexico,spanish,,,,,TD,monolingual,,,,,,,,,,,,,-0.07,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,3,77,,,,54.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,mexico,spanish,,,,,TD,monolingual,,,,,,,,,,,,,-0.42,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,3,77,,,,54.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,mexico,spanish,,,,,TD,monolingual,,,,,,,,,,,,,-0.42,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,3,4,135,,,,54.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.61,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,3,4,135,,,,54.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.79,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,3,4,135,,,,54.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.19,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,3,4,135,,,,54.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.15,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,3,4,135,,,,54.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.17,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,3,4,135,,,,54.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,-0.08,0.01,,graph
85,The role of comparison in preschoolers' novel object categorization,,SA Graham · 2010,1,1,32,,,,54.84,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,-0.65,0.04,,table
85,The role of comparison in preschoolers' novel object categorization,,SA Graham · 2010,1,2,32,,,,54.72,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,1.68,0.08,,table
86,"The effects of type of instruction, animacy cues, and dimensionality of objects on the shape bias in 3‐to 6‐year‐old children",,D Davidson · 2018,1,1,80,,,,50,informative,,,not mentioned,,,,,,inanimate,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.32,0.01,,table
86,"The effects of type of instruction, animacy cues, and dimensionality of objects on the shape bias in 3‐to 6‐year‐old children",,D Davidson · 2018,1,2,80,,,,69,informative,,,not mentioned,,,,,,animate,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.56,0.01,,table
86,"The effects of type of instruction, animacy cues, and dimensionality of objects on the shape bias in 3‐to 6‐year‐old children",,D Davidson · 2018,1,1,80,,,,50,informative,,,not mentioned,,,,,,inanimate,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.17,0.01,,table
86,"The effects of type of instruction, animacy cues, and dimensionality of objects on the shape bias in 3‐to 6‐year‐old children",,D Davidson · 2018,1,2,80,,,,69,informative,,,not mentioned,,,,,,animate,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,-0.15,0.01,,table
88,"Young children, sound-producing objects, and the shape bias",,DR Dansereau · 2017 ,1,1,46,,,,56.16,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.69,0.03,,table
88,"Young children, sound-producing objects, and the shape bias",,DR Dansereau · 2017,1,1,46,,,,56.16,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.37,0.02,,table
88,"Young children, sound-producing objects, and the shape bias",,DR Dansereau · 2017,1,1,46,,,,56.16,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,1.10,0.03,,table
88,"Young children, sound-producing objects, and the shape bias",,DR Dansereau · 2017,2,1,37,,,,52.92,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.44,0.03,,table
88,"Young children, sound-producing objects, and the shape bias",,DR Dansereau · 2017,2,1,37,,,,52.92,informative,,,count,shape,sound,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,1.07,0.04,,table
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,1,12,,,,25,neutral,,common,neutral,shape,material,,,,,solid,solid ,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,0.32,0.09,,graph
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,1,12,,,,25,neutral,,common,neutral,shape,material,,,,,substance,substance,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,-0.61,0.10,,graph
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,1,12,,,,25,neutral,,common,neutral,shape,material,,,,,solid,solid/notrigid,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,0.14,0.08,,graph
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,2,10,,,,25,neutral,,common,neutral,shape,material,,,,,solid,solid,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,0.59,0.12,,graph
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,2,10,,,,25,neutral,,common,neutral,shape,material,,,,,substance,substance,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,0.09,0.10,,graph
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,2,10,,,,25,neutral,,common,neutral,shape,material,,,,,solid,solid/notrigid,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,-0.08,0.10,,graph
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,3,13,,,,25,neutral,,common,neutral,shape,material,,,,,solid,solid,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,0.89,0.11,,graph
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,3,13,,,,25,neutral,,common,neutral,shape,material,,,,,substance,substance,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,-0.18,0.08,,graph
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,3,13,,,,25,neutral,,common,neutral,shape,material,,,,,solid,solid/notrigid,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,0.07,0.08,,graph
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,4,23,,,,25,neutral,,common,neutral,shape,material,,,,,solid,solid,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,1.36,0.08,,graph
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,4,23,,,,25,neutral,,common,neutral,shape,material,,,,,substance,substance,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,0.16,0.04,,graph
91,"Early noun vocabularies: do ontology, category structure and syntax correspond?",Samuelson et al 1999,Samuelson et al 1999,2,4,23,,,,25,neutral,,common,neutral,shape,material,,,,,solid,solid/notrigid,,,,,,,,,us,english,,4,,4,TD,monolingual,,,,,,,,,,,,,0.04,0.04,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",1,1,24,3y,38,months,38,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,,,,,,,,,,-1.22,0.07,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",1,1,24,3y,38,months,38,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,,,,,,,,,,0.42,0.05,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",2,2,24,3y,39,months,39,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,information about base function,,,,,,,,,-0.98,0.06,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",2,2,24,3y,39,months,39,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,,,,,,,,,,0.14,0.04,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",2,2,24,3y,39,months,39,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,information about parts function,,,,,,,,,-1.59,0.09,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",2,2,24,3y,39,months,39,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,,,,,,,,,,0.15,0.04,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",3,3,20,3y,37,months,37,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,bigger base than the previous experiments - more salient,,,,,,,,,1.60,0.11,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",3,3,20,3y,37,months,37,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,,,,,,,,,,2.28,0.18,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",4,4,16,3y,38,months,38,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,"bigger base , information about base function",,,,,,,,,1.41,0.12,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",4,4,16,3y,38,months,38,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,,,,,,,,,,1.91,0.18,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",4,4,16,3y,38,months,38,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,"bigger base, information about parts function",,,,,,,,,1.40,0.12,,graph
92,Naming in young children: a dumb attentional mechanism?,"Smith, Jones, Landau 1996","Smith, Jones, Landau 1996",4,4,16,3y,38,months,38,informative,,common,count,shape ,parts,contrast,identity,,,solid,solid,yes,no,3D,,,test only,,,us,english,verbal ,4,yes/no,4,TD,monolingual,,,,,,,,,,,,,1.63,0.15,,graph
94,Shape and the first hundred nouns,Stowe and Smith 2004,Stowe and Smith 2004,1,1,8,17m,17,months,17,informative,,common,count,shape ,material ,color,,,,solid,solid,yes,yes,3D,0-25,,familiarization,,,us,english,picking,, forced choice,5,TD,monolingual,,,,,,,,,,,,,-0.18,0.13,,graph
94,Shape and the first hundred nouns,Stowe and Smith 2004,Stowe and Smith 2004,1,1,8,17m + 2m,19,months,19,informative,,common,count,shape ,material ,color,,,,solid,solid,yes,yes,3D,26-50,,familiarization,,,us,english,picking,, forced choice,5,TD,monolingual,,,,,,,,,,,,,0.08141527971,0.13,,graph
94,Shape and the first hundred nouns,Stowe and Smith 2004,Stowe and Smith 2004,1,1,8,17m + 4m,21,months,21,informative,,common,count,shape ,material ,color,,,,solid,solid,yes,yes,3D,51-100,,familiarization,,,us,english,picking,, forced choice,5,TD,monolingual,,,,,,,,,,,,,1.922554659,0.36,,graph
94,Shape and the first hundred nouns,Stowe and Smith 2004,Stowe and Smith 2004,1,1,8,17m,17,months,17,informative,,common,count,shape ,material ,color,,,,solid,solid,yes,yes,3D,0-25,,familiarization,,,us,english,verbal ,,,5,TD,monolingual,,,,,,,,,,,,,-0.71,0.16,,graph
94,Shape and the first hundred nouns,Stowe and Smith 2004,Stowe and Smith 2004,1,1,8,17m + 2m,19,months,19,informative,,common,count,shape ,material ,color,,,,solid,solid,yes,yes,3D,26-50,,familiarization,,,us,english,verbal ,,,5,TD,monolingual,,,,,,,,,,,,,-0.13,0.13,,graph
94,Shape and the first hundred nouns,Stowe and Smith 2004,Stowe and Smith 2004,1,1,8,17m + 4m,21,months,21,informative,,common,count,shape ,material ,color,,,,solid,solid,yes,yes,3D,51-100,,familiarization,,,us,english,verbal ,,,5,TD,monolingual,,,,,,,,,,,,,1.08,0.20,,graph
94,Shape and the first hundred nouns,Stowe and Smith 2004,Stowe and Smith 2004,1,1,8,17m,17,months,17,informative,,common,count,shape ,material ,color,,,,solid,solid,yes,yes,3D,0-25,,familiarization,,,us,english,grouping,,,5,TD,monolingual,,,,,,,,,,,,,,,,
94,Shape and the first hundred nouns,Stowe and Smith 2004,Stowe and Smith 2004,1,1,8,17m + 2m,19,months,19,informative,,common,count,shape ,material ,color,,,,solid,solid,yes,yes,3D,26-50,,familiarization,,,us,english,grouping,,,5,TD,monolingual,,,,,,,,,,,,,,,,
94,Shape and the first hundred nouns,Stowe and Smith 2004,Stowe and Smith 2004,1,1,8,17m + 4m,21,months,21,neutral,,common,count,shape ,material ,color,,,,solid,solid,yes,yes,3D,51-100,,familiarization,,,us,english,grouping,,,5,TD,monolingual,,,,,,,,,,,,,,,,
95,Dynamic noun generalization: moment‐to‐moment interactions shape children's naming biases,Samuelson and Horst 2007,Samuelson and Horst 2007,1,1,36,24m,24,months,24,neutral,,,neutral,,,,,,,solid,solid,yes,yes,3D,150,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,Solid+whole+material-only test match,,,,,,,,,0.58,0.03,,paper
95,Dynamic noun generalization: moment‐to‐moment interactions shape children's naming biases,Samuelson and Horst 2007,Samuelson and Horst 2007,1,1,36,24m,24,months,24,neutral,,,neutral,,,,,,,substance,substance,yes,yes,3D,150,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,Solid+whole+material-only test match,,,,,-0.65,11,,,-0.38,0.03,,t_test
95,Dynamic noun generalization: moment‐to‐moment interactions shape children's naming biases,Samuelson and Horst 2007,Samuelson and Horst 2007,1,1,36,24m,24,months,24,neutral,,,neutral,,,,,,,solid,solid,yes,yes,3D,150,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,solid+pieces/wholes+material-only test match,,,,,,,,,0.65,0.03,,paper
95,Dynamic noun generalization: moment‐to‐moment interactions shape children's naming biases,Samuelson and Horst 2007,Samuelson and Horst 2007,1,1,36,24m,24,months,24,neutral,,,neutral,,,,,,,substance,substance,yes,yes,3D,150,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,solid+pieces/wholes+material-only test match,,,,,-1.16,11,,,-0.67,0.03,,t-test
95,Dynamic noun generalization: moment‐to‐moment interactions shape children's naming biases,Samuelson and Horst 2007,Samuelson and Horst 2007,1,1,36,24m,24,months,24,neutral,,,neutral,,,,,,,solid,solid,yes,yes,3D,150,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,solid/nonsolid+pieces/wholes+material-only match,,,,,-1.48,11,,,-0.85,0.04,,t_test
95,Dynamic noun generalization: moment‐to‐moment interactions shape children's naming biases,Samuelson and Horst 2007,Samuelson and Horst 2007,1,1,36,24m,24,months,24,neutral,,,neutral,,,,,,,substance,substance,yes,yes,3D,150,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,solid/nonsolid+pieces/wholes+material-only match,,,,,-0.36,11,,,-0.21,0.03,,t-test
95,Dynamic noun generalization: moment‐to‐moment interactions shape children's naming biases,Samuelson and Horst 2007,Samuelson and Horst 2007,1,1,36,24m,24,months,24,neutral,,,neutral,,,,,,,solid,solid,yes,yes,3D,150,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,solid/nonsolid+pieces/wholes+material/color match,,,,,,,,,0.68,0.03,,paper
95,Dynamic noun generalization: moment‐to‐moment interactions shape children's naming biases,Samuelson and Horst 2007,Samuelson and Horst 2007,1,1,36,24m,24,months,24,neutral,,,neutral,,,,,,,substance,substance,yes,yes,3D,150,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,solid/nonsolid+pieces/wholes+material/color match,,,,,-1.48,11,,,-0.85,0.04,,t-test
95,,,,,,,,,,,,,,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Statistical regularities in vocabulary guide language acquisition in connectionist models and 15-20-month-olds.,Samuelson 2002,Samuelson 2002,1,1,10,18m + 9 weeks,18,months,18,neutral,,,neutral,shape,material,size,color,,,solid,solid,yes,no,3D,,,familiarization + training,natural statistics,,us,english,picking,8,forced choice,2,TD,monolingual,,,,natural statistics,,,,,,,,,0.5195170442,0.11,,graph
102,Statistical regularities in vocabulary guide language acquisition in connectionist models and 15-20-month-olds.,Samuelson 2002,Samuelson 2002,1,2,10,18m + 9 weeks,18,months,18,neutral,,,neutral,shape,material,size,color,,,substance,substance,yes,no,3D,,,familiarization + training,natural statistics,,us,english,picking,8,forced choice,2,TD,monolingual,,,,natural statistics,,,,,,,,,0.9083797592,0.14,,graph
102,Statistical regularities in vocabulary guide language acquisition in connectionist models and 15-20-month-olds.,Samuelson 2002,Samuelson 2002,1,1,10,18m + 9 weeks,18,months,18,neutral,,,neutral,shape,material,size,color,,,solid,solid,yes,no,3D,,,familiarization + training,material biased,,us,english,picking,8,forced choice,2,TD,monolingual,,,,material biased,,,,,,,,,-0.2999513369,0.10,,graph
102,Statistical regularities in vocabulary guide language acquisition in connectionist models and 15-20-month-olds.,Samuelson 2002,Samuelson 2002,1,2,10,18m + 9 weeks,18,months,18,neutral,,,neutral,shape,material,size,color,,,substance,substance,yes,no,3D,,,familiarization + training,material biased,,us,english,picking,8,forced choice,2,TD,monolingual,,,,material biased,,,,,,,,,-0.02080445829,0.10,,graph
102,Statistical regularities in vocabulary guide language acquisition in connectionist models and 15-20-month-olds.,Samuelson 2002,Samuelson 2002,2,3,10,18m + 9 weeks,18,months,18,neutral,,,neutral,shape,material,size,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,,,,,,,,,,-0.09,0.10,,graph
102,Statistical regularities in vocabulary guide language acquisition in connectionist models and 15-20-month-olds.,Samuelson 2002,Samuelson 2002,2,3,10,18m + 9 weeks,18,months,18,neutral,,,neutral,shape,material,size,color,,,substance,substance,yes,no,3D,,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,,,,,,,,,,0.15,0.10,,graph
110,Object name learning provides on-the-job training for attention,Smith et al 2002,Smith et al 2002,1,2,8,17m + 9 weeks,19,months,19,informative,,,count,shape,material,size,color,,,solid,solid,yes,no,3D,,,familiarization + training,shape-based training,8 weeks,us,english,picking,8,forced choice,3,TD,monolingual,,,,2nd order generalization test,,,,,5.44,7,,,3.85,1.05,,t-test
110,Object name learning provides on-the-job training for attention,Smith et al 2002,Smith et al 2002,1,2,8,17m + 9 weeks,19,months,19,informative,,,count,shape,material,size,color,,,solid,solid,yes,no,3D,,,familiarization ,no training,8 weeks,us,english,picking,8,forced choice,3,TD,monolingual,,,,2nd order generalization test,,,,,1.73,7,,,1.22,0.22,,t-test
110,Object name learning provides on-the-job training for attention,Smith et al 2002,Smith et al 2002,2,1,8,17m + 8 weeks,,months,,informative,,,count,shape,material,size,color,,,solid,solid,yes,no,3D,,,familiarization + training,shape-based training,7 weeks,us,english,picking,8,forced choice,3,TD,monolingual,,,,2nd order generalization,,,,,5.44,7,,,3.85,1.05,,t-test
110,Object name learning provides on-the-job training for attention,Smith et al 2002,Smith et al 2002,2,2,8,17m + 8 weeks,,months,,informative,,,count,shape,material,size,color,,,solid,solid,yes,no,3D,,,familiarization + training,varied-category,7 weeks,us,english,picking,8,forced choice,3,TD,monolingual,,,,2nd order generalization,,34%,,,,,,,0.02,0.13,,table
110,Object name learning provides on-the-job training for attention,smith et al 2002,Smith et al 2002,2,3,8,17m + 8 weeks,,months,,informative,,,count,shape,material,size,color,,,solid,solid,yes,no,3D,,,familiarization + training,no name,7 weeks,us,english,picking,8,forced choice,3,TD,monolingual,,,,2nd order generalization,,32%,,,,,,,-0.02,0.13,,table
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,1,16,3,,months,36,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,1.72,0.16,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,1,16,3,,months,36,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.34,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,1,16,3,,months,36,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.97,0.09,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,1,16,3,,months,36,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.15,0.06,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,1,16,3,,months,36,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,0.45,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,1,16,3,,months,36,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,0.50,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,1,16,3,,months,36,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,1.00,0.09,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,1,16,3,,months,36,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,1.48,0.13,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,2,16,2,,months,24,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.38,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,2,16,2,,months,24,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.26,0.06,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,2,16,2,,months,24,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.39,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,2,16,2,,months,24,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.34,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,2,16,2,,months,24,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,0.40,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,2,16,2,,months,24,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,0.47,0.07,,graph
